Title,Tags,Source
E. Coli Ready To Treat Itself To Some Beef After Weeks Of Nothing But Salad,LOCAL,https://www.theonion.com/e-coli-ready-to-treat-itself-to-some-beef-after-weeks-1825689009
Nutritionists Reveal Humans With Proper Diet Should Not Be Defecating,NEWS IN BRIEF,https://www.theonion.com/nutritionists-reveal-humans-with-proper-diet-should-not-1825656204
Nation’s Baby Boomers Hold Press Conference To Announce They All Have Diseases Now,NEWS IN BRIEF,https://www.theonion.com/nation-s-baby-boomers-hold-press-conference-to-announce-1825562680
Dermatologists Recommend Regularly Checking Body For Screaming Demonic Face Bulging Out Of Skin,NEWS IN BRIEF,https://www.theonion.com/dermatologists-recommend-regularly-checking-body-for-sc-1825224644
Nutritionists Recommend Increasing Intake Of Whatever Will Earn You Free T-Shirt From Restaurant,NEWS IN BRIEF,https://www.theonion.com/nutritionists-recommend-increasing-intake-of-whatever-w-1825211496
Study Finds Eating Doctor After Birth Can Provide Essential Nutrients To New Mothers,NEWS IN BRIEF,https://www.theonion.com/study-finds-eating-doctor-after-birth-can-provide-essen-1825048366
Exercising Woman Really Starting To Feel The Burn Of Lifelong Injury Developing,LOCAL,https://www.theonion.com/exercising-woman-really-starting-to-feel-the-burn-of-li-1825044413
Gynecologists Recommend Taking Time Off Between IUDs To Allow Body To Expel Backlogged Periods,NEWS IN BRIEF,https://www.theonion.com/gynecologists-recommend-taking-time-off-between-iuds-to-1825012559
Depressed Businessman Takes 16 Power Naps A Day,LOCAL,https://www.theonion.com/depressed-businessman-takes-16-power-naps-a-day-1824314521
Report: Snoring May Increase Risk Of Having Throat Slit During Night By Loved One,NEWS IN BRIEF,https://www.theonion.com/report-snoring-may-increase-risk-of-having-throat-slit-1823953225
CDC Rolls Out Fleet Of Narcan Biplanes To Fumigate Opioid-Ravaged Small Towns,NEWS IN BRIEF,https://www.theonion.com/cdc-rolls-out-fleet-of-narcan-biplanes-to-fumigate-opio-1823703342
Perverted Measles Virus Exposes Itself To Playground Full Of Children,NEWS IN PHOTOS,https://www.theonion.com/perverted-measles-virus-exposes-itself-to-playground-fu-1823618438
Health Insurance CEO Reveals Key To Company’s Success Is Not Paying For Customers’ Medical Care,NEWS IN BRIEF,https://www.theonion.com/health-insurance-ceo-reveals-key-to-company-s-success-i-1823515696
23AndMe Forensic Kit Informs Customer What Crimes He’s Committed,NEWS IN BRIEF,https://www.theonion.com/23andme-forensic-kit-informs-customer-what-crimes-he-s-1823461487
Hardened White Blood Cell No Longer Hesitates To Kill Viruses,NEWS IN BRIEF,https://www.theonion.com/hardened-white-blood-cell-no-longer-hesitates-to-kill-v-1823403987
Report: Americans Waste Enough Food Each Year To Give Over 1 Billion Third World Residents Diabetes,NEWS IN BRIEF,https://www.theonion.com/report-americans-waste-enough-food-each-year-to-give-o-1823327345
Essential Oils: Myth vs. Fact,INFOGRAPHIC,https://www.theonion.com/essential-oils-myth-vs-fact-1823234551
Chiropractor Scrambling To Put Vertebrae Back In Right Order Before End Of Session,LOCAL,https://www.theonion.com/chiropractor-scrambling-to-put-vertebrae-back-in-right-1823192861
Survey: Genital Stimulation Maintains Popularity,NEWS IN BRIEF,https://www.theonion.com/survey-genital-stimulation-maintains-popularity-1823190142
‘Brain Games’ Recalls Thousands Of Defective Word Puzzles That Gave Users Alzheimer’s,NEWS IN BRIEF,https://www.theonion.com/brain-games-recalls-thousands-of-defective-word-puzzl-1823158680
Lucky Bastard Gets To Be In Coma,LOCAL,https://www.theonion.com/lucky-bastard-gets-to-be-in-coma-1822421983
CDC Issues Warning Of Full-Blown Epidemic Of The Blahs,NEWS IN BRIEF,https://www.theonion.com/cdc-issues-warning-of-full-blown-epidemic-of-the-blahs-1822416399
Local Woman Considers Telling Gynecologist Whole Truth,LOCAL,https://www.theonion.com/local-woman-considers-telling-gynecologist-whole-truth-1822330905
"Researchers Say That First Warning Sign Of Alcoholism Generally Driving Over Curb, Plowing Through Fire Hydrant, And Crashing Into Aquarium",NEWS IN BRIEF,https://www.theonion.com/researchers-say-that-first-warning-sign-of-alcoholism-g-1822295572
Ophthalmologist Instructs Patient Not To Look At Anything 24 Hours Before Eye Surgery,LOCAL,https://www.theonion.com/ophthalmologist-instructs-patient-not-to-look-at-anythi-1822200017
Follow-Up Tests Confirm President Trump’s 19 Other Personalities Also Perfectly Healthy,POLITICS,https://www.theonion.com/follow-up-tests-confirm-president-trump-s-19-other-pers-1822165668
Study Finds Goosebumps Caused By Psychotic Weirdo Masturbating To Old Photo Of You,NEWS IN BRIEF,https://www.theonion.com/study-finds-goosebumps-caused-by-psychotic-weirdo-mastu-1821875506
Earth’s Successful Completion Of Orbit Around Sun Inspires Woman To Reflect On Eating Habits,LOCAL,https://www.theonion.com/earth-s-successful-completion-of-orbit-around-sun-inspi-1821678616
Nation’s Sleep Experts Recommend Cutting Down On Strobe Light Before Bedtime,NEWS IN BRIEF,https://www.theonion.com/nation-s-sleep-experts-recommend-cutting-down-on-strobe-1821011252
Colgate Unveils New Dental Grout To Fill In Gaps Between Teeth,NEWS IN PHOTOS,https://www.theonion.com/colgate-unveils-new-dental-grout-to-fill-in-gaps-betwee-1820849053
Tips For Clean Eating,INFOGRAPHIC,https://www.theonion.com/tips-for-clean-eating-1820772380
Nutritionists Recommend 3-4 Daily Servings Of Anything That's About To Go Bad,NEWS IN BRIEF,https://www.theonion.com/nutritionists-recommend-3-4-daily-servings-of-anything-1820478207
Flu Takes Down Biggest Guy In Office As Warning To Rest Of Staff,LOCAL,https://www.theonion.com/flu-takes-down-biggest-guy-in-office-in-as-warning-to-r-1820330659
White House Announces Obamacare Exchange Now Only Accessible From Single Kiosk In Remote Iowa Cornfield,POLITICS,https://www.theonion.com/white-house-announces-obamacare-exchange-now-only-acces-1820118137
Embarrassed Health Guru Informs Tom Brady He’s Been Mistakenly Following Toxic Diet Regimen,SPORTS,https://www.theonion.com/embarrassed-health-guru-informs-tom-brady-he-s-been-mis-1819979225
Tips For Losing Weight,INFOGRAPHIC,https://www.theonion.com/tips-for-losing-weight-1819877172
OB-GYN Kind Of Annoyed She Has To Confirm Woman’s Premonition About Sex Of Baby That Came To Her In Dream,LOCAL,https://www.theonion.com/ob-gyn-kind-of-annoyed-she-has-to-confirm-woman-s-premo-1819874099
Report: Suddenly Remembering To Sit Up Straight Once A Month Best Way To Keep Back Healthy Into Old Age,NEWS IN BRIEF,https://www.theonion.com/report-suddenly-remembering-to-sit-up-straight-once-a-1819840082
"Frantic, Last-Second Study Finds Old-Fashioned Donut Better For You Than Bavarian Cream",NEWS IN BRIEF,https://www.theonion.com/frantic-last-second-study-finds-old-fashioned-donut-be-1819811037
Nutritious Lunch Brought From Home Broadcasts Middle-Aged Coworker’s Recent Health Scare Loud And Clear,LOCAL,https://www.theonion.com/nutritious-lunch-brought-from-home-broadcasts-middle-ag-1819802964
Self-Conscious Panda Swears It Overheard Zookeeper Refer To It As ‘Giant’,LOCAL,https://www.theonion.com/self-conscious-panda-swears-it-overheard-zookeeper-refe-1819768598
Report: Breathing Can Extend Lifespan By Several Decades,NEWS IN BRIEF,https://www.theonion.com/report-breathing-can-extend-lifespan-by-several-decade-1819580374
Arguments For And Against Single Payer Healthcare,POLITICS,https://www.theonion.com/arguments-for-and-against-single-payer-healthcare-1819594202
Vanderbilt Chancellor Recommends Fans Get Vaccinated Before SEC Road Schedule Begins,SPORTS,https://www.theonion.com/vanderbilt-chancellor-recommends-fans-get-vaccinated-be-1819580406
Tylenol Releases New Black Bile Gel Caps For People With Unbalanced Humors,NEWS IN BRIEF,https://www.theonion.com/tylenol-releases-new-black-bile-gel-caps-for-people-wit-1819580294
Alternative Birth Control Methods,ONION INFO CLIPS,https://www.theonion.com/alternative-birth-control-methods-1819596314
Flesh-Eating Bacteria Wishing It Hadn’t Filled Up On Foot,NEWS IN BRIEF,https://www.theonion.com/flesh-eating-bacteria-wishing-it-hadn-t-filled-up-on-fo-1819580148
Yoga Tips For Beginners,ONION INFO CLIPS,https://www.theonion.com/yoga-tips-for-beginners-1819596294
Mosquito Confronts Partner After Testing Positive For Zika,LOCAL,https://www.theonion.com/mosquito-confronts-partner-after-testing-positive-for-z-1819580069
"Gaunt, Sickly Kirby Takes Leave Of Absence From Video Games Following Stomach Cancer Diagnosis",NEWS IN BRIEF,https://www.theonion.com/gaunt-sickly-kirby-takes-leave-of-absence-from-video-g-1819580064
5 Things To Know About The Senate Healthcare Bill,POLITICS,https://www.theonion.com/5-things-to-know-about-the-senate-healthcare-bill-1819596276
"Study Finds Only 1 In 3 Lasik Surgeries End In Laser Boring Through Eye, Incinerating Brain, Shooting Through Skull On Other Side",NEWS IN BRIEF,https://www.theonion.com/study-finds-only-1-in-3-lasik-surgeries-end-in-laser-bo-1819580043
What Sleep Deprivation Does To The Body,ONION INFO CLIPS,https://www.theonion.com/what-sleep-deprivation-does-to-the-body-1819596277
New Study Finds No Long-Term Health Benefits,NEWS IN BRIEF,https://www.theonion.com/new-study-finds-no-long-term-health-benefits-1819580025
Man Pulling On Loose Hangnail Slowly Unravels Skin From Entire Body,LOCAL,https://www.theonion.com/man-pulling-on-loose-hangnail-slowly-unravels-skin-from-1819592847
Family Hesitant About Sinking Another 40 Grand Into Repairs Of Dilapidated Old Grandma,LOCAL,https://www.theonion.com/family-hesitant-about-sinking-another-40-grand-into-rep-1819579976
"Yellow Cross Receives Record 10,000 Liters Of Urine Donations",NEWS IN BRIEF,https://www.theonion.com/yellow-cross-receives-record-10-000-liters-of-urine-don-1819579970
Republican Congressman Terrifies Constituents Even More By Assuring Them He Read Every Part Of Healthcare Bill,POLITICS,https://www.theonion.com/republican-congressman-terrifies-constituents-even-more-1819579900
Tips For Not Condemning Millions Of Americans To Sickness And Death,POLITICS,https://www.theonion.com/tips-for-not-condemning-millions-of-americans-to-sickne-1819594135
Nation’s Back Alleys Working To Expand Available Services In Anticipation Of Trumpcare Bill Becoming Law,POLITICS,https://www.theonion.com/nation-s-back-alleys-working-to-expand-available-servic-1819579901
Should We Really Exercise That Much If The Human Body Is Only Built For Short Bursts Between Sitting And Lying Down?,INSIGHTS,https://www.theonion.com/should-we-really-exercise-that-much-if-the-human-body-i-1819596247
Mom Figures It About Time To Sit Down Adolescent Daughter And Explain How Weight Watchers Points Work,LOCAL,https://www.theonion.com/mom-figures-it-about-time-to-sit-down-adolescent-daught-1819579892
Man Holding Hands With Pregnant Woman Must Have Weird Fetish,NEWS IN BRIEF,https://www.theonion.com/man-holding-hands-with-pregnant-woman-must-have-weird-f-1819579861
5 Things To Know About Peanut Allergies,BREAKING NEWS,https://www.theonion.com/5-things-to-know-about-peanut-allergies-1819596232
"Friends, Family Waiting For Current Bout Of Man’s Depression To Subside Before Really Laying Into Him",NEWS IN BRIEF,https://www.theonion.com/friends-family-waiting-for-current-bout-of-man-s-depre-1819579833
E.P.T. Clarifies Pregnancy Tests Intended For Entertainment Purposes Only,NEWS IN BRIEF,https://www.theonion.com/e-p-t-clarifies-pregnancy-tests-intended-for-entertain-1819579831
"Cucumber Is Everywhere, So Why Are People Still Fat?",INSIGHTS,https://www.theonion.com/cucumber-is-everywhere-so-why-are-people-still-fat-1819596228
Text History With Mom A Succinct Chronology Of Relatives’ Hospital Visits,NEWS IN BRIEF,https://www.theonion.com/text-history-with-mom-a-succinct-chronology-of-relative-1819579806
Pope Francis Concerned About Infection From Holy Spirit Bite,NEWS IN BRIEF,https://www.theonion.com/pope-francis-concerned-about-infection-from-holy-spirit-1819579771
Woman Who Drinks 6 Cups Of Coffee Per Day Trying To Cut Down On Blue Light At Bedtime,LOCAL,https://www.theonion.com/woman-who-drinks-6-cups-of-coffee-per-day-trying-to-cut-1819579770
26 Delicious Ways To Discover A Shellfish Allergy,MAGAZINE,https://www.theonion.com/26-delicious-ways-to-discover-a-shellfish-allergy-1819592765
Health Scare Prompts Man To Start Overeating Healthier,LOCAL,https://www.theonion.com/health-scare-prompts-man-to-start-overeating-healthier-1819579758
Woman Conducting Ongoing Scientific Experiment On Own Skin,LOCAL,https://www.theonion.com/woman-conducting-ongoing-scientific-experiment-on-own-s-1819579752
Ways To Sneak Exercise Into Your Daily Routine,ONION INFO CLIPS,https://www.theonion.com/ways-to-sneak-exercise-into-your-daily-routine-1819596214
Woman Devises Latest Delusional Scheme For Burning Extra Calories During Workday,LOCAL,https://www.theonion.com/woman-devises-latest-delusional-scheme-for-burning-extr-1819579782
CDC By The Numbers,BY THE NUMBERS,https://www.theonion.com/cdc-by-the-numbers-1819596205
Tips For Surviving Allergy Season,ONION INFO CLIPS,https://www.theonion.com/tips-for-surviving-allergy-season-1819596204
Man Keeping Running Total Of How Many People In Gym In Worse Shape Than Him,LOCAL,https://www.theonion.com/man-keeping-running-total-of-how-many-people-in-gym-in-1819579746
Report: Saying ‘Smells Okay’ Precedes 85% Of Foodborne Illnesses Annually,NEWS IN BRIEF,https://www.theonion.com/report-saying-smells-okay-precedes-85-of-foodborne-1819579726
Queen Elizabeth Rushed To Hospital For Royal Blood Transfusion,NEWS IN BRIEF,https://www.theonion.com/queen-elizabeth-rushed-to-hospital-for-royal-blood-tran-1819579710
Man’s Genetic Predisposition For Heart Disease No Match For 10 Half-Assed Push-Ups He Does Couple Times A Week,LOCAL,https://www.theonion.com/man-s-genetic-predisposition-for-heart-disease-no-match-1819579706
Woman Who’s Been On The Pill For Years Thinking About Switching To New Set Of Debilitating Side Effects,LOCAL,https://www.theonion.com/woman-who-s-been-on-the-pill-for-years-thinking-about-s-1819579686
Top Benefits Of Drinking Water,ONION INFO CLIPS,https://www.theonion.com/top-benefits-of-drinking-water-1819596172
Surgeon General Recommends Twisting Head Far Enough Until You Hear Little Pop,NEWS IN BRIEF,https://www.theonion.com/surgeon-general-recommends-twisting-head-far-enough-unt-1819579628
Mental Illness Determined Not To Let Stigma Of Area Man Define It,LOCAL,https://www.theonion.com/mental-illness-determined-not-to-let-stigma-of-area-man-1819579622
Tips For Headache Relief,ONION INFO CLIPS,https://www.theonion.com/tips-for-headache-relief-1819596167
5 Things To Know About Planned Parenthood,BREAKING NEWS,https://www.theonion.com/5-things-to-know-about-planned-parenthood-1819596169
Alcoholic’s Plan For Turning Life Around Doesn’t Involve Getting Sober,LOCAL,https://www.theonion.com/alcoholic-s-plan-for-turning-life-around-doesn-t-involv-1819579618
Top 5 Ways To Prevent Heart Disease,BREAKING NEWS,https://www.theonion.com/top-5-ways-to-prevent-heart-disease-1819596164
Nation’s Stomach Ulcers Predict Trump Administration Will Provide Opportunities For Unlimited Growth In 2017,POLITICS,https://www.theonion.com/nation-s-stomach-ulcers-predict-trump-administration-wi-1819579586
Lab Mouse Nervous For First Day Of New Job Getting Cancer,NEWS IN BRIEF,https://www.theonion.com/lab-mouse-nervous-for-first-day-of-new-job-getting-canc-1819579587
Pros And Cons Of Vaccinating Children,ONION INFO CLIPS,https://www.theonion.com/pros-and-cons-of-vaccinating-children-1819596156
Study Finds Health Benefits Associated With Seriously Considering Going Vegetarian For A While Now,NEWS IN BRIEF,https://www.theonion.com/study-finds-health-benefits-associated-with-seriously-c-1819579558
"Whale Regrets Eating 290,000 Plastic Poker Chips That Fell Off Container Ship",NEWS IN BRIEF,https://www.theonion.com/whale-regrets-eating-290-000-plastic-poker-chips-that-f-1819579538
Tips To Decompress After A Long Day Of Work,ONION INFO CLIPS,https://www.theonion.com/tips-to-decompress-after-a-long-day-of-work-1819596139
32-Year-Old Still Not Entirely Sure Where Body Stands With Lactose,LOCAL,https://www.theonion.com/32-year-old-still-not-entirely-sure-where-body-stands-w-1819579544
Man Bragging About How Infrequently He Receives Dental Care,LOCAL,https://www.theonion.com/man-bragging-about-how-infrequently-he-receives-dental-1819579512
What Smoking A Cigarette Does To The Body,ONION INFO CLIPS,https://www.theonion.com/what-smoking-a-cigarette-does-to-the-body-1819596120
5 Most Common Health Myths,ONION INFO CLIPS,https://www.theonion.com/5-most-common-health-myths-1819596097
Man Wakes From Nightmare Relieved It Only Expression Of His Real-Life Problems,LOCAL,https://www.theonion.com/man-wakes-from-nightmare-relieved-it-only-expression-of-1819579463
Stealing Tampons From Office Bathroom Currently Woman’s Only Source Of Joy,LOCAL,https://www.theonion.com/stealing-tampons-from-office-bathroom-currently-woman-s-1819579472
Surgeon General Recommends Exercising Once Every Several Months During Flash Of Panic About Health,NEWS IN BRIEF,https://www.theonion.com/surgeon-general-recommends-exercising-once-every-severa-1819579460
Man Had No Idea Cough Was Going To Be Wet One,LOCAL,https://www.theonion.com/man-had-no-idea-cough-was-going-to-be-wet-one-1819579356
Body Given False Hope With First Piece Of Fruit In 9 Days,NEWS IN BRIEF,https://www.theonion.com/body-given-false-hope-with-first-piece-of-fruit-in-9-da-1819579359
Man Wakes From Coma With Ability To Understand Health Insurance Policy,NEWS,https://www.theonion.com/man-wakes-from-coma-with-ability-to-understand-health-i-1819579312
Obesity: Myth Vs. Fact,INFOGRAPHIC,https://www.theonion.com/obesity-myth-vs-fact-1819594036
Report: Feeling Bad Right Now Most Reliable Predictor Of Feeling Bad Forever,NEWS,https://www.theonion.com/report-feeling-bad-right-now-most-reliable-predictor-o-1819579273
Abortion: Myth Vs. Fact,INFOGRAPHIC,https://www.theonion.com/abortion-myth-vs-fact-1819594028
Clinton Debunks Rumors About Health By Telling Audience Exact Day She Will Die,POLITICS,https://www.theonion.com/clinton-debunks-rumors-about-health-by-telling-audience-1819579193
New Study Recommends Insects Spend At Least 30 Minutes Skittering Per Day,NEWS IN BRIEF,https://www.theonion.com/new-study-recommends-insects-spend-at-least-30-minutes-1819579177
American Dental Association Recommends Teeth,NEWS IN BRIEF,https://www.theonion.com/american-dental-association-recommends-teeth-1819579147
Scientists Confirm First Case Of Zika Transmission From Article To Reader,NEWS IN BRIEF,https://www.theonion.com/scientists-confirm-first-case-of-zika-transmission-from-1819579125
Experts Advise Against Throwing Laptop Across Office Even Though It Will Feel Incredible,NEWS IN BRIEF,https://www.theonion.com/experts-advise-against-throwing-laptop-across-office-ev-1819579112
Report: Ground Still Least Desirable Surface For Breaking Fall,NEWS IN BRIEF,https://www.theonion.com/report-ground-still-least-desirable-surface-for-breaki-1819579104
‘DSM-5’ Updated To Accommodate Man Who Is Legitimately Being Ordered To Kill By The Moon,NEWS IN BRIEF,https://www.theonion.com/dsm-5-updated-to-accommodate-man-who-is-legitimately-1819579090
"Black Mark On Birth Control Manufacturer’s Record Weighs In At 7 Pounds, 6 Ounces",NEWS IN BRIEF,https://www.theonion.com/black-mark-on-birth-control-manufacturer-s-record-weigh-1819578987
New Mountain Dew Vows To Kill 99.9% Of Stomach Bacteria,NEWS IN BRIEF,https://www.theonion.com/new-mountain-dew-vows-to-kill-99-9-of-stomach-bacteria-1819578962
CDC Horrified After Discovering Existence Of Thousands Of Public Pools,NEWS,https://www.theonion.com/cdc-horrified-after-discovering-existence-of-thousands-1819578961
Upcoming Changes To Nutrition Fact Labeling,INFOGRAPHIC,https://www.theonion.com/upcoming-changes-to-nutrition-fact-labeling-1819592603
Man Googling ‘Tender Lump On Neck’ About To Begin Exciting New Phase In Life,LOCAL,https://www.theonion.com/man-googling-tender-lump-on-neck-about-to-begin-excit-1819578896
Heart Attack A Real Wake-Up Call For Man’s Insurance Provider,NEWS IN BRIEF,https://www.theonion.com/heart-attack-a-real-wake-up-call-for-man-s-insurance-pr-1819578864
Woman Had No Idea Participating In 5K Walk Could Be So Unrewarding,NEWS IN BRIEF,https://www.theonion.com/woman-had-no-idea-participating-in-5k-walk-could-be-so-1819578906
"Report: 750,000 Americans Die Each Year During First Attempt To Get Back In Shape",NEWS IN BRIEF,https://www.theonion.com/report-750-000-americans-die-each-year-during-first-at-1819578853
Guy At Gym Has Precious Little Diary To Keep Track Of All His Exercises,SPORTS,https://www.theonion.com/guy-at-gym-has-precious-little-diary-to-keep-track-of-a-1819578810
Man Ashamed Of Himself After Cashier Reads Food Order Back To Him,LOCAL,https://www.theonion.com/man-ashamed-of-himself-after-cashier-reads-food-order-b-1819578807
How You Can Protect Yourself Against The Zika Virus,INFOGRAPHIC,https://www.theonion.com/how-you-can-protect-yourself-against-the-zika-virus-1819592557
Mom Apologizing For Going Through Menopause,LOCAL,https://www.theonion.com/mom-apologizing-for-going-through-menopause-1819578756
Sudafed Introduces New Sinus Drill For Immediate Congestion Relief,NEWS IN BRIEF,https://www.theonion.com/sudafed-introduces-new-sinus-drill-for-immediate-conges-1819578702
Video Game Boss Thinking He Should Get Big Glowing Weak Spot On Back Checked Out,NEWS IN BRIEF,https://www.theonion.com/video-game-boss-thinking-he-should-get-big-glowing-weak-1819578698
Report: Leading Cause Of Death Still Venturing Beyond The Pines,NEWS,https://www.theonion.com/report-leading-cause-of-death-still-venturing-beyond-t-1819578695
How To Meditate,INFOGRAPHIC,https://www.theonion.com/how-to-meditate-1819592517
Report: Getting Out Of Bed In Morning Sharply Increases Risk Of Things Getting Even Worse,NEWS IN BRIEF,https://www.theonion.com/report-getting-out-of-bed-in-morning-sharply-increases-1819578645
Report: Mom Going To Need You To Pitch In Around House After Her Procedure,LOCAL,https://www.theonion.com/report-mom-going-to-need-you-to-pitch-in-around-house-1819578641
Plan B Releases New Heart-Shaped Tablets For Valentine’s Day,NEWS IN PHOTOS,https://www.theonion.com/plan-b-releases-new-heart-shaped-tablets-for-valentine-1819592495
Jogger Clearly On First Run Of Plan To Turn Life Around,NEWS IN BRIEF,https://www.theonion.com/jogger-clearly-on-first-run-of-plan-to-turn-life-around-1819578625
What You Need To Know About The Zika Virus,INFOGRAPHIC,https://www.theonion.com/what-you-need-to-know-about-the-zika-virus-1819592485
Middle-Aged Man In Gym Locker Room Puts Shirt On Before Underwear,LOCAL,https://www.theonion.com/middle-aged-man-in-gym-locker-room-puts-shirt-on-before-1819578588
Aerosol Can Surprisingly Upfront About Giving You Cancer,NEWS IN BRIEF,https://www.theonion.com/aerosol-can-surprisingly-upfront-about-giving-you-cance-1819578577
"Zika Virus Joins Lack Of Paid Leave, Unaffordable Child Care As Reasons Woman Afraid Of Getting Pregnant",NEWS IN BRIEF,https://www.theonion.com/zika-virus-joins-lack-of-paid-leave-unaffordable-child-1819578593
"Area Man’s Back Aching After Bad Night’s Sleep, 58 Continuous Years Of Horrible Posture",LOCAL,https://www.theonion.com/area-man-s-back-aching-after-bad-night-s-sleep-58-cont-1819578562
Study: 90% Of Workplace Injuries Caused By Bare-Knuckle Boxing,NEWS IN BRIEF,https://www.theonion.com/study-90-of-workplace-injuries-caused-by-bare-knuckle-1819578560
"Bleary-Eyed, Stuporous Houseguest Assures Host That He Slept Great",LOCAL,https://www.theonion.com/bleary-eyed-stuporous-houseguest-assures-host-that-he-1819578595
"Lazy, Overweight Cockroach No Longer Has Segmented Abdomen",LOCAL,https://www.theonion.com/lazy-overweight-cockroach-no-longer-has-segmented-abdo-1819592467
Man Dying From Cancer Spends Last Good Day On Phone With Insurance Company,LOCAL,https://www.theonion.com/man-dying-from-cancer-spends-last-good-day-on-phone-wit-1819578540
Clay Matthews Suffers Herpes Outbreak After Kissing Bicep,SPORTS,https://www.theonion.com/clay-matthews-suffers-herpes-outbreak-after-kissing-bic-1819592462
"Study Links Binge Eating To Stress, Contentment, Depression, Joy, Boredom, Anger, Relaxation",NEWS IN BRIEF,https://www.theonion.com/study-links-binge-eating-to-stress-contentment-depres-1819578526
Saudi Executioner Thinks He Pulled Something In Shoulder During Last 10 Decapitations,NEWS IN BRIEF,https://www.theonion.com/saudi-executioner-thinks-he-pulled-something-in-shoulde-1819578508
"World Health Organization Adds Gunfire, Explosions To List Of Natural Causes Of Death",NEWS IN BRIEF,https://www.theonion.com/world-health-organization-adds-gunfire-explosions-to-l-1819578514
Dementia Patient’s Family Keeps Ripping Her Away From Idyllic World Of 1950s,LOCAL,https://www.theonion.com/dementia-patient-s-family-keeps-ripping-her-away-from-i-1819578494
Study Finds Majority Of Accidental Heroin Overdoses Could Be Prevented With Less Heroin,NEWS IN BRIEF,https://www.theonion.com/study-finds-majority-of-accidental-heroin-overdoses-cou-1819578469
Greg Hardy Assures Tony Romo He’s Seen Ex-Girlfriends Come Back From Far Worse Injuries,SPORTS,https://www.theonion.com/greg-hardy-assures-tony-romo-he-s-seen-ex-girlfriends-c-1819578461
Grandmother Down To 10-Step Radius Around Recliner In Den,LOCAL,https://www.theonion.com/grandmother-down-to-10-step-radius-around-recliner-in-d-1819578410
CVS Cashier Can’t Wait To Accept $20 Bill From Customer Purchasing 3 Different Cough Medications,NEWS IN BRIEF,https://www.theonion.com/cvs-cashier-can-t-wait-to-accept-20-bill-from-customer-1819578400
Sick Man Slowly Becoming Enthroned In Used Tissues,LOCAL,https://www.theonion.com/sick-man-slowly-becoming-enthroned-in-used-tissues-1819592410
How Meat Reaches Our Table,INFOGRAPHIC,https://www.theonion.com/how-meat-reaches-our-table-1819578371
Stomach Sets Aside Synthetic Additives Until It Has A Few Minutes To Figure Out How To Digest Them,LOCAL,https://www.theonion.com/stomach-sets-aside-synthetic-additives-until-it-has-a-f-1819578356
Aging Mother Knows Any Wrong Move Could Be Taken For Telltale Sign Of Dementia,NEWS,https://www.theonion.com/aging-mother-knows-any-wrong-move-could-be-taken-for-te-1819578320
What Smoking A Cigarette Does To The Body,INFOGRAPHIC,https://www.theonion.com/what-smoking-a-cigarette-does-to-the-body-1819592376
"You Get Into This Business For The Ear And The Nose, But The Throat Grows On You",COMMENTARY,https://www.theonion.com/you-get-into-this-business-for-the-ear-and-the-nose-bu-1819585004
Luke Kuechly Undergoes Quick Brain Arthroscopy To Clean Up Cerebral Cortex,SPORTS,https://www.theonion.com/luke-kuechly-undergoes-quick-brain-arthroscopy-to-clean-1819578237
How Restaurants Are Making Children’s Meals Healthier,INFOGRAPHIC,https://www.theonion.com/how-restaurants-are-making-children-s-meals-healthier-1819578232
Q-Tips Introduces New Multi-Speed Electric Ear Swab,NEWS IN BRIEF,https://www.theonion.com/q-tips-introduces-new-multi-speed-electric-ear-swab-1819578144
What You Need To Know About ‘Female Viagra’,INFOGRAPHIC,https://www.theonion.com/what-you-need-to-know-about-female-viagra-1819592323
Underworld Health Organization Launches Initiative To Improve Incubus Immortality Rate,NEWS IN BRIEF,https://www.theonion.com/underworld-health-organization-launches-initiative-to-i-1819578120
We Meet Feminists Halfway By Airbrushing This Plus-Size Model,MAGAZINE,https://www.theonion.com/we-meet-feminists-halfway-by-airbrushing-this-plus-size-1819592304
Body Breaking Down In Totally Different Order Than Man Expected,LOCAL,https://www.theonion.com/body-breaking-down-in-totally-different-order-than-man-1819578134
What Coca-Cola Does To The Body,INFOGRAPHIC,https://www.theonion.com/what-coca-cola-does-to-the-body-1819578116
How New Parents Can Stay Healthy,INFOGRAPHIC,https://www.theonion.com/how-new-parents-can-stay-healthy-1819592318
Man’s Body Running Out Of Ideas To Convince Him He Full,NEWS IN BRIEF,https://www.theonion.com/man-s-body-running-out-of-ideas-to-convince-him-he-full-1819578070
Nephew Surprised By How Much Bigger Aunt Has Gotten Since Last Year,LOCAL,https://www.theonion.com/nephew-surprised-by-how-much-bigger-aunt-has-gotten-sin-1819578022
Marathon Training Tips,INFOGRAPHIC,https://www.theonion.com/marathon-training-tips-1819592248
Man Pretty Cocky Since Beating Cancer,LOCAL,https://www.theonion.com/man-pretty-cocky-since-beating-cancer-1819577915
Dementia Study Reveals Fond Memories First To Go,NEWS,https://www.theonion.com/dementia-study-reveals-fond-memories-first-to-go-1819577907
FDA Approves Female-Libido-Enhancing Man,NEWS IN BRIEF,https://www.theonion.com/fda-approves-female-libido-enhancing-man-1819577880
New Claritin Flamethrower Incinerates Whatever Causing Allergies,NEWS IN BRIEF,https://www.theonion.com/new-claritin-flamethrower-incinerates-whatever-causing-1819577874
