Title,Len,Content
DISAFFECTED UK EXTREMISTS ‘MAY NOT BE ALLOWED TO RE-JOIN THE CONSERVATIVE PARTY’,2359,"The Prime Minister today announced a new raft of measures designed to combat the threat of Britons joining the shadowy extremist group UKIP, including removing the right of those individuals to later return to the Conservative Party. While support for UKIP continues to grow, many of those who joined are now looking for a way back, having become disillusioned with life in the organisation. Douglas Barswell (not his real name) is one such individual. Douglas joined UKIP a few months ago, after being radicalised by the online sermons of their enigmatic leader Nige Al-Farage, but now wants to leave. ‘When you first get in contact they make it sound like a great life,’ he explained. ‘They’ll say, “Sure, you can go and have five pints in your lunch hour and still drive back to the office” or “Yeah, we’ll give you your own saucy 70’s sitcom secretary who considers a playful slap on the arse or a quick breast rummage to be the most empowering compliment any man could pay her”, but when you get there it’s a different story.’ ‘Instead, I get up really early and spend all morning misinterpreting some statistics. Then at lunchtime I have to give Nige his daily oiling, while the rest of the day is spent denouncing his views on privatised healthcare, arguing that Mark Feckless (not his real name) doesn’t always mean what he says or trying to persuade Mike Read not to record any more bizarre racist singles.’ John Chapman, an outreach worker who specialises in combatting extremism at grass roots level explained, ‘Douglas is a classic example of the sort of disaffected 48 year old white male that, faced with losing both his majority and his hair, and equipped with a misplaced nostalgia for a time when a Polish Shop was somewhere that you’d go to buy turtle wax, becomes an easy target for the extremists. My job is to stop that happening in the first place.’ ‘But society needs to do its bit as well and understand that deep down they are just ordinary people trying to make sense of life. In fact, if you take away their six bedroom Georgian townhouses, holiday cottages in Cornwall, well stocked wine cellars, regular skiing holidays, generous expense accounts, lucrative company directorships, brand new X-Type Jaguars and all-expense paid business class ‘fact finding’ missions to the Seychelles then you’ll find they’re just like you and I.’"
JEREMY HUNT TO OPEN WORLD’S FIRST PLACEBO HOSPITAL,2231,"Britain’s first hospital built entirely on the power of suggestion is to be opened next week as a cost-effective solution to the rising price of healthcare. The Royal London Placebo is totally fabricated, offers no actual treatments and will be manned entirely by extras from TV shows such as Casualty and Holby City. ‘Each doctor will have a nice white coat, a plastic stethoscope and a range of brightly coloured sugar pills,’ explained Health Secretary Jeremy Hunt. ‘No expense has been spared,’ he said, ‘except the expense of building an actual hospital with trained staff and equipment.’ The Royal Placebo is understood to be the first in a new generation of ‘dummy hospitals’ to be rolled out across the country, allowing the phasing out of the costly old style ‘real’ hospitals of the past. ‘The placebo effect can account for up to 75% of the effectiveness of a medical treatment,’ explained Hunt. ‘Rather than waste billions on the current system we can achieve almost the same results for a fraction of the cost.’ Pilot studies show that half the patients who attended a placebo hospital imagined they were better and went home; meanwhile the other half had a failure of imagination and died on the spot. ‘Either way it’s a win-win,’ said Hunt. The Health Secretary is a well-known supporter of alternative treatments and is believed to be using the theory of homeopathy to help design a massively watered down health service that operates purely on the memory of the NHS. However, some placebo doctors are already complaining after being told that they will also be expected to run their own imaginary budgets. ‘I can’t pretend to run a pretend budget as well as pretend to be a doctor,’ said one stressed thesp. ‘I’m an actor playing a doctor, not an actor playing a doctor playing at being an accountant.’ Mr Hunt rejected claims that the new dummy hospitals represent the effective dismantling of the National Health Service. ‘The important thing to remember is that the placebo remains free at the point of delivery,’ he said. ‘The NHS will still exist as an idea, and sometimes that’s all that people really need. ‘Placebos are the future,’ he insisted, ‘although for many that may be a difficult pill to swallow.’"
TORIES TO PUT THE ‘C’ BACK INTO ‘DAS KAPITAL’,1766,"Comrade May has pledged to: ‘secure for the workers by hand or by brain the full fruits of their industry upon the basis of common ownership of the means of production, distribution and exchange’, plus a small condo in Novosibirsk. Addressing a crowd of carefully selected miners outside a colliery-turned-arts centre, Theresa May declared: ‘Apart from free healthcare, education, pensions, minimum wages, job security and a sense of purpose, Labour governments have given you nothing! My International Conservatives are going to give you what you deserve. Capitalists of the world, unite!’ Hailing hard Brexit as a ‘once-in-a-new-epoch chance to trade with comrades across the globe, not just in Europe’, Mrs May set out her dream in which every Butlins was like Davos, and every social tower block as blinging as Trump Tower. “’We’re going to extend free health care to wild animals,’ she declared. ‘Soon, foxes will go to the vets without fear.  Like Boxer in Animal Farm!’ Jeremy Corbyn appeared sceptical:  ‘This is clearly a cynical device to win over support from ordinary people, which, if it succeeds, will have my full backing,’ he stated.   ‘I’ve instructed my agents to pull any candidates standing against pink Tories – we wouldn’t want to hurt their chances.’ Trade union bosses questioned whether a Prime Minister who could call a snap election after denying she would do so could be trusted to keep her word, and also wondered how she planned to pay for her redistributive plans. ‘Let me be quite clear – everything is fully costed and I never change my mind,’ said Mrs May.  ‘All benefits are fully funded by a penny tax on a litre of air.  And our detailed proposals clarify that by ownership, I mean share options.  And by workers, I mean bosses.’"
"WELL DUH, BBC TELLS VIEWERS CONNED BY SHOW ABOUT CONMEN",1882,"The BBC today responded to allegations that The Real Hustle a show about conmen had attempted to fool viewers by using actors instead of members of the public. ‘The show intends to show the public how frauds work. Well, this is how frauds work,’ said Dawn Garnet, BBC3 Head of Light Froth, before adding with an eye roll, ‘Sheesh’. Outcry over the allegations has led to twos of people jamming the BBC Switchboard demanding to know if other BBC shows are faking it, such as whether Patsy Kensit is indeed a fully qualified healthcare professional. Brian Porteous, a credulous lunk from Romford, told the Mail on Sunday: ‘BBC lies… make brain hurt.’ ‘The Real Hustle might be real although viewers think it’s fake, and Hustle is fake despite people thinking it might be real,’ explained Garnet. ‘The problem is that Hustle is so convincing, people actually think Robert Vaughan is in it, when in fact he’s simply a hand inside a brown paper bag with a face and eyes drawn on it.’ Baz Dalyrymple, TV correspondent at the Mail on Sunday, which broke the story, said: ‘When BBC 3 viewers squat down to watch these kind of shows, they like to fantasise that they themselves could successfully ‘hustle’ a ‘mark’ simply by using a jacket with pockets, hand-drawn £20 notes and a fake office block complete with dummy cash machine. ‘If it turns out this is all just a lark with actors instead of real chumps then there is every chance that when viewers attempt to emulate these scams they will be banged up in the clink, and have their dirtbox ravaged by a large chap called Darren.’ The success of both Hustle and The Real Hustle has led to BBC bosses to plan further spin-offs including The Unreal Hustle in which the conmen are ghosts (although probably they’re not) and The Surreal Hustle in which a large ham sandwich attempts to convince members of the public it’s coronation chicken."
JK ROWLING UNVEILS 2017 REWRITES OF HARRY POTTER SERIES,963,"J.K. Rowling has announced she is going to completely re-write all seven Harry Potter novels and this time, Voldemort will triumph. In a recent tweet, the author said that ‘the world has clearly turned upside down’ and now ‘evil is more commercially viable than good’. Rowling has made no secret of her desire to introduce a new generation to the joys of queuing outside WHSmith at midnight ready to hand over £21.99 on a regular basis, and a more contemporary feel to the books will help her achieve that. The revised Harry Potter series will feature new titles, including Harry Potter and the Prisoner of Guantanamo, Harry Potter and the  Executive Order of the Phoenix, and Harry Potter and the Half Blood Mexican Immigrant. The series will end with Voldemort killing Harry Potter and taking over the free world. His first acts will include making torture legal, banning affordable healthcare and blocking anyone who disagrees with him on Twitter. Marie Maurer"
TRUMP DECLARES OBAMA PRESIDENCY WAS JUST FAKE NEWS,1049,"Barack Obama’s eight year Presidency and all of his reforms and legislation were “fake news created by the liberal media elite,” President Donald Trump has said. He declared that he does not need to repeal and replace Obamacare as it never actually existed. Anybody using the system to access affordable healthcare is therefore a criminal and could expect the “FULL WEIGHT OF THE LAW” to be used against them, President Trump later tweeted. Nor was there any environmental legislation brought in over the past eight years, according to the new President. He urged business that had believed the “media lies” to employ US workers to burn “oil, gas, so-called endangered animals, any old crap” to compensate for their unnecessarily reduced environmental damage. “Didn’t happen, period,” he said. “Barack Obama did not hold the presidency nor did he sign any agreements or laws. These are lies portrayed by the CROOKED media – that is fact. Well, an alt-fact anyway, which is great. Truly great – it’ll save me a hell of a lot of work.”   StanleyMizaru"
HAMMOND’S AUTUMN STATEMENT MAKES BOOKER FICTION LIST,1273,"The Chancellor is on course to win the nation’s top literary prize for a ‘completely fabricated’ depiction of the British economy. With his mythical world of unicorns and balanced budgets, Mr. Hammond’s accounting has all the hallmarks of a contemporary fairy story, with more than a hint of ‘Grimm’ about it. Critics have applauded his allegorical references to ‘The End of Days’ or Brexit as it is known. One English teacher explained: ‘Boosting workers’ income and housebuilding, are clearly a dream sequence and not intended to be taken literally. It’s magical realism. Creative accounting. Or as Hemmingway would have described it – a ‘crock of shit’.’ Hammond’s fantasy has elements of other great works – ‘Lord of the Flies’, ‘Catch 22’ and ‘The Hunger Games’ – while keeping the same dreary narrative of every other Tory Government. Said one fan: ‘It reminds me of The Borrowers – if all their borrowing was from Wonga’. Not only has he redefined fiction, Hammond has changed the value of numbers. Should he win the £50,000 Man Booker Prize, Mr. Hammond has said he will not let the money change him; he promised he will still be a ‘d@ck’. Future works of fiction are planned; like ‘Universal Healthcare’, ‘Free schooling’ and the abstract concept of human empathy."
"MAD HATTER, DORMOUSE ELECTED TO CONGRESS IN TEA PARTY LANDSLIDE",1876,"Voters in Wonderland have elected a series of right-wing Tea Party candidates, including the Mad Hatter, the March hare and the dormouse, to Congress in the country’s mid-term elections. The result was a disaster for the ruling Democrats.   ‘I understand that people are frustrated with our lack of progress on some issues,’ the President admitted. Polls have shown that there is growing anger at rising crime rates, with tart theft at an all-time high, and that a majority of voters no longer believe that the Jabberwock can be slain, but that Wonderland troops should whiffle home as soon as possible. The President telephoned the new Speaker of the House of Representatives, the Mad Hatter – a Tea Party grandee – to offer his congratulations and to find out what the difference is between a raven and a writing-desk. The Tea Party, a right-wing movement within the mainsteam Republican group, put in a strong showing. Although she was not standing for election, the movement’s leader, the Red Queen, had spent the campaign storming up and down the country yelling ‘Off with his head!’ and ‘Lobster quadrille, baby, quadrille’, which seems to have paid off. The results put the Red Queen in a strong position to run for the presidency in 2012, a contest which will begin later this year with the Republican Caucus-Race. She denied that her support base was composed mainly of dodos and White Rabbit supremacists. One voter, the Mock Turtle, explained why he had defected to the Tea Party. ‘A while back I was totally persuaded by the cool, purring Illinois Cat,’ he said. ‘I really thought he could make a difference. But over time, he’s just sort of vanished and left nothing behind him but a reformed healthcare system, a fledgling economic recovery, and a broad grin that just hangs there in midair. It’s big government gone mad. God bless Wonderland!’ 3rd November 2010"
US REPUBLICANS DISBAND AFTER VOTERS STILL DON’T GET THE JOKE,2323,"Republican party chiefs in the US have announced that the party is to break up and will no longer contest elections. The decision was attributed to widespread disillusionment among party activists who have decided that it’s no fun adopting policies and candidates that could only be part of an elaborate practical joke, if the entire electorate is just too thick to notice. ‘It’s not like we were subtle about it,’ said senior Republican John Boehner, ‘We thought in a country like this we had no chance against an ordained minister like Jimmy Carter in 1980, so just for kicks we set up Ronald Reagan, a twice-divorced Hollywood actor with the brains of a radiator as the Christian candidate against him. And he won. Twice. Holy fucking crap, how did we get away with it?’ Following mixed success with relatively colourless candidates in the 1990s, Republican chiefs went all-out for laughs by putting forward George W. Bush, an educationally sub-normal alcoholic draft dodger, as the candidate for pro-military born again evangelicals. ‘We were laughing our asses off on election night in 2000,’ said Boehner. ‘When he won by a blatant fraud in the state run by his brother and senior officials said he hadn’t been elected president but appointed by God, I thought, OK, they’re bound to get it now. But nope, he did it again four years on. George W. Bush. George W. Freekin’ Bush! What is WRONG with you people?’ However, in view of the recent mid-term elections, where massive gains were recorded by the Tea Party movement backed by Sarah Palin, a known ‘Big Oil’ supporter who backs creationist education — ‘I mean, hello! Fossil fuels? The clue’s right there in the goddamn name!’ — Boehner has conceded that the joke has turned sour. ‘The Founding Fathers warned about the perils of democracy and now we can see why,’ he told reporters. ‘Americans are just too dumb to be trusted with dangerous pointy instruments like pencils every other year. We’re outta here and I don’t care if that does mean six more years of Obama. And besides, with Wall Street bailouts proceeding as planned, ongoing war in Afghanistan and decent healthcare still the privilege of the wealthy with the Democrats all the while claiming to be the party of change, it’s not like there isn’t going to be somebody out there still taking the piss.’"
FAT PEOPLE ‘NOT THAT FUNNY’ SAYS OBESITY EXPERT,1521,"Overweight celebrities such as Gavin and Stacey star James Corden are perpetuating the stereotype that all fat people are funny, a medical expert is warning. Professor Nicholas McKay of Nuffield Health says fat stars are seen as role models, helping to make it acceptable to think that obesity is linked to humour. But a survey for the healthcare provider has now revealed that many obese people are not actually that funny. Researchers found many obese people refused to use a proper punch line when telling jokes and almost one in five did not appreciate the importance of timing when telling a joke. The survey of over 2,000 individuals, some of whom were very, very fat indeed, also revealed many obese people fail to recognise that they have a humour problem at all. Professor McKay, an expert on obesity comedy said: ‘The increasing profile of larger celebrities, for example James Corden, Eamonn Holmes, Ruth Jones and Beth Ditto, means that fat people increasingly think that they are funny as well, even if they are just slightly overweight and actually quite boring.’ Although he does not think large celebrities have been in any sense responsible for perpetuating the stereotype that exists today, he says the increased numbers of fat people who think they are funny is alarming. ‘If fat people continue to turn a blind eye to their complete inability to tell a joke, they will see their life expectancy considerably shortened,’ he warned. ‘Probably by someone sitting in the audience.’ he added. 1st July 2009"
"£3,000 ‘BIRTH BUDGETS’ COULD FUND SPA WEEKEND",1441,"The NHS in England may soon regret allowing pregnant women to allocate their own healthcare allowance; with many predicting a rise in subsidised trips to Selfridges. Indeed, some women have already opted to economise on maternity facilities by birthing in a skip and using the remaining cash to fund ‘one incredible night in Las Vegas’. This notional budget was only meant for NHS-accredited services, but many have seen it as carte-blanche to redecorate,‘get the loft extension fixed or go to town on lottery tickets. Quite whether Health officials anticipated the money being squandered on nine months of booze and fags is unclear. However, most admit it would undiplomatic at this time to mention elective surgery. Male partners have suggested that such a scheme is wasteful and that the priority should be the health of the child and ‘buying a new Xbox’. Although not all mothers-to-be have been so cynical, one explained: ‘I’ve invested £2,900 on an epidural filled with crystal meth. And if that doesn’t numb the pain, I’ve spent the last hundred quid on a large polo mallet’. The issue of pain relief is an interesting one, as female acupuncture only costs a few hundred pounds, but for £3,000 you could have the satisfaction of seeing a bowling ball rammed inside a man’s anus. One woman admitted: ‘It’s a tough decision. Do I use the modest sum of money to create the perfect birthing environment or do I pay off Google’s tax bill?’"
HILLARY CLINTON STILL FAVOURITE TO PRESENT QI,1919,"US presidential frontrunner Hillary Clinton remains the overwhelming favourite to win the race to succeed Stephen Fry as presenter of QI, after a sometimes stormy election debate in Chicago last night. Mrs Clinton appeared on stage alongside her rivals, socialist Bernie Sanders, former Idaho governor Lincoln Chafee, Jack Dee, David Mitchell and Nicholas Parsons. None of the candidates was seen as defeating Mrs Clinton although Mr Sanders delivered some memorable lines and Nicholas Parsons surprised viewers with his principled opposition to air strikes in Syria. The race is entering its final months and the candidates have begun to distance themselves from the outgoing incumbent, Stephen Fry, whose term comes to an end when he finally reaches series M in 2016. After some initial successes – particularly in the areas of foreign policy, healthcare and interesting facts about how languages develop and the occurence of colourblindness among giraffes – his time in office has begun to run out of steam with increasingly trenchant opposition from hard-line Republicans, the pro-gun lobby, and idiot stalwart Alan Davies.’I just sit here and say really dumb things based on my half-remembered schooling and everybody finds it absolutely hilarious,’ said Donald Trump. Mrs Clinton has been campaigning hard for almost sixteen months since the official launch of her campaign, although her ambition to sit in the big chair and have all the answers dates back far longer. ‘This is a role I’ve been preparing for my whole life,’ she told an audience of almost 12 million US viewers. ‘As First Lady I spent hours memorising the foibles of sixteenth-century Cambodian monarchs and the anatomical curiosities of various species of pangolin. And I don’t think anybody can deny that I’ve done some incredibly interesting things when I was Secretary of State, as my emails show plainly  for all to see. Well, some of them.’"
SWARM OF BRITISH MIGRANTS ‘RUINING’ GREEK ISLAND,1913,"EU leaders have warned that a surging tide of migrants from Britain is threatening to overwhelm the Greek island of Kos. Fears are growing that the authorities in Kos could lose control of the situation, as ever more sunburnt families, students and stag dos migrate to the island in a desperate search to escape the threat of tedium and pissing rain in their homeland Local fisherman Stathis Dimitriou said that he feared his way of life could be under threat from the migrants. ‘This used to be a peaceful island where I could make a decent living from fishing, just like my father and grandfather used to. But since these migrants came over here, dumping beer cans in the sea and listening to shit dance music, there have been no fish to catch and I’m struggling to make ends meet,’ he said. The migrants reputedly pay a gang of cynical people-traffickers called EasyJet up to £32.99 to be brought to Kos, often in dangerous and unsanitary conditions. However, their numbers have surged to the extent that they could soon overrun local police and health services, paid for by hard-working Greek taxpayers. ‘They come over here just to claim free healthcare for when they need their stomachs pumped at 4 in the morning. All at the expense of Joseferos Mugginopoulos here,’ lamented taxi driver Stelios Gianakos. ‘I’d shoot the bastards, but it would probably go against petty EU law and their poxy ‘yuman rights’.’ The Greek government has been warned that the plague of migrants can’t go on for ever, as tensions between the British and the locals inevitably boil over into drunken fights outside nightclubs. Some, however, have expressed sympathy with the migrants’ motives. ‘These people are only trying to improve their lives by coming to Kos and we should respect that,’ said 16-year-old Abu al-Said, a refugee from Libya. ‘I did the same and my homeland doesn’t sound half as awful as theirs.’ Ivan_Edwards"
NHS TO BE REBRANDED AS ‘BRITAIN’S GOT ILLNESS’,1610,"Health Minister Andrew Lansley has confirmed that the latest NHS reforms will require patients seeking treatment to be seen by a panel of three healthcare professionals, ‘sitting behind a desk with their hands on a buzzer with a light-up x attached’. “Patients want choice, and also a second opinion’ said Mr Lansley. ‘This gives them both, provided that they accept our definition of ‘private consultation’ to include the viewing audience of ITV2.’ Under new guidelines each commissioning team will have at least one GP who takes pity on every patient, ‘especially if they’ve come on a long journey to get to the surgery’, one who buzzes all but the most obviously sick, and one who vacillates between the other two. A trial in Hull saw profits from selling TV rights  ploughed straight back into front line services, with the complete overhaul of at least two vending machines in A & E funded within days. Once each NHS trust has a studio surgery, stage two will see the National Centre for Clinical Excellence scrapped in favour of a premium rate phone line giving the public the chance to vote for who gets the most expensive treatments. ‘We’re really proud of that one’ continued Mr Lansley. ‘Self funding care provision based on democratic choice! In your face, Miliband.’ One early trialist of the new approach seemed impressed. ‘The docs listened to my symptoms, then kept asking if anyone else in my family had more interesting illnesses’ he said. ‘Luckily for me my nan had just died and I started crying – I got signed off work for two weeks, and a tissue from the cameraman. I bloody love the NHS.’"
"THE ECONOMY IS STUPID, AGREE POLITICAL LEADERS",2080,"Leaders from seven political parties last night agreed that the UK economy was stupid, but that it wasn’t its fault. All agreed that it hadn’t received adequate training, proper consideration of the environment in which it operated, appropriate healthcare or fairness to pull it up to an appropriate and sustainable level where it could begin to respect itself again, and as a result had got itself into a spot of bother. The economy is still lying on a trolley in a British hospital awaiting effective treatment, the leaders all accepted, but was now being asked to pay up front for any service provision which could make it better. Labour argued that there might be a credit card handy to influence the speed of treatment and the Greens agreed, while the Tories hinted that if the economy would simply agree to cut off an arm, the rest could be saved, possibly even within just a couple of years, waiting times permitting. SNP leader Nicola Sturgeon hinted that the economy could do better if only it would move to Scotland, but forgot to mention that her prediction was based, like every other one she’s made, on oil still costing $120 a barrel and a massive subsidy from the rest of the UK. Plaid Cymru suggested they’d put in ‘what they could’ leading to rolling eyes and raised eyebrows among the other panel members, and UKIP’s leader, Nigel Fagash, promised to get the economy back on track by looking carefully at anyone who’d played a part in keeping it alive, picking a few random ones and ‘sending ‘em home’. The Lib Dems said something but nobody can remember what is was. With so much to think about and not much chance of recovery for a while, the economy has decided to take a bit of time out, go to an egalitarian commune where every economy matters, where nature is cherished, and where everyone is equal under the law. Brief, exciting dalliances with other economies which ultimately come to nothing haven’t been ruled out. On it’s return from its gap, or ‘deficit’ year, which it thinks is going to be ‘massive’, the economy will probably get a job in banking."
SHEPHERD’S BUSH TO RUN AS US PRESIDENTIAL CANDIDATE,964,"An area of West London may run as a Republican candidate for the US Presidency. A spokesperson for the wealthy borough of Hammersmith and Fulham confirmed ‘Shep’ Bush could be the third Bush to reside at the White House, despite a lengthy commute. New York Times Columnist Mike Smithers has already welcomed the news, saying Shepherd’s Bush couldn’t be much worse than George or George W. But Shepherd’s Bush’s views on Cuba, the economy, military policy in the Middle East and healthcare provision are not yet known. Yet many have found the Bush’s grasp on geopolitics ‘a whole lot better than Jeb’s.’ And many Republicans have already embraced the idea of ‘White City’. If successful, a number of West London boroughs could also throw their metaphorical hats into the ring. A new era of presidents could follow, seen by savvy commentators as an antidote to George W’ Bush’s axis of evil. One speechwriter has already coined the phrase a ‘Shepherd’s Bush Empire’."
PRIVATE SCHOOLS MUST BE MORE PATRONISING TO KEEP TAX RELIEF,2381,"Labour’s education spokesman, Tristram Hunt has announced plans to make private schools’ tax breaks conditional on being a lot more patronising towards state schools.  ‘Some independent schools are already being extremely patronising and we welcome that, but if the sector as a whole is dodging tax to the tune of £165 million a year they must elucidate why they think they’re totally superior in every possible way.’ They must rack off more of the best state school teachers and put far more emphasis on subtly undermining public trust in tax-payer-funded schools. It’s no longer going to be enough to advertise your expensive facilities and small class sizes, you have to put the emphasis back where it belongs on the nebulous superiority of your teachers. They are probably at least 43.8% cleverer, stronger and better looking than their state school colleagues, are not required to have any pesky training or qualifications and could patronise the tits off ordinary teachers if we let them keep a tax incentive to do so. ” In the past, education ministers and spokespeople were happy to patronise state schools for the sheer love of it. Indeed many in the party saw it as an insult in 1986 when proposals were put forward to give MPs tax relief on bottled water used to moisten their throats during speeches that drew snide comparisons between state and private schools. More recently it has been felt that the level of condescension has dropped to unacceptable levels and that it is no longer sustainable to rely on wealthy benefactors providing this essential public service. Labour MPs (some from deprived backgrounds) who suffer from the handicap of vestigial consciences would certainly require financial support to undertake this onerous new responsibility. In a connected statement, Hunt suggested that in future private healthcare providers such as BUPA could register as charities as long as they give local GPs their old photocopiers and make more adverts hinting that your poor old granny might even die in an NHS hospital. The Chairman of the Independent Schools Association said in a statement, “We’ve not paid a penny in tax since before 1634, so why should we start now? If we allow the government of the day to start using taxation as tool of fiscal policy to influence stability, efficiency and redistribution then where will we all be eh? Eh? Boo-ya.” limpets"
AMATEUR BRUSHERS BANNED FROM USING ORAL B PRO-EXPERT TOOTHPASTE,2472,"People with amateur teeth have been banned from buying or using Oral B Pro-Expert toothpaste under new dental healthcare guidelines. Similarly, only those who use their teeth professionally and have a licence to prove it will be able to obtain Colgate sensitive Pro-relief over the counter. And ‘Pro’-rated toothbrushes, both electric and manual, will also now only be available to those who can smile suitably whitely at newly installed till-top electronic teeth recognition scanners. ‘Pro means professional,’ said Mick Smythe of the Professional Toothowners Federation, whose own teeth dabbled in the lower divisions for many years before finally turning pro in March 2003. ‘Expert means ‘knowing what you’re doing’, and to put these products into the hands of people without formal training in professional dentifrices might only lead to unforeseen consequences, unrequited love and, in many cases, shattered dreams.’ Amateur tooth-owner Jeremy Smythers agrees. He told a dental hygiene conference; ‘I for one wouldn’t know where to start with a tube of pro-toothpaste. Which end of the tube to squeeze, for example? What about lid control, which I understand takes two years of intensive study to fully master? And what does all that small print mean? Only people who have sat down and studied every aspect of dental science can truly understand the complex formulae of a properly pro-expert toothpaste. The consequences of inappropriate use? Well, it doesn’t bear thinking about.’ Jenny Schmidt took three years under close supervision before she could go solo with a Colgate Pro Clinica C200 electric toothbrush. ‘It carries responsibilities,’ she said, ‘The C200 is powerful and complicated beast, and yes I get a buzz out of using it, but it would all have been futile if it weren’t for the intensive training I had to be able to properly squirt a bit of paste on this amazing brush and whizz it round my gob. I didn’t have a clue what I was doing before, so thank goodness for all that pro-training from the Colgate people!’ Colgate and Oral-B, while dismissing accusations of elitism, have responded with the introduction of a new all-inclusive dental hygiene regime for the masses, branded as ‘au-Naturel’ which is essentially a twig packaged up beautifully in designer plastic with a sympathetically associated tub of bicarbonate of Soda, all priced at £19.99, available in all good stores and absolutely ideal for an amateur-toothed loved one this Christmas."
"‘LOOK, CAN WE ALL JUST FOCUS ON THE POVERTY?’ SAYS BRAZIL",1791,"Brazil has come out united in the fact that it’s the country’s disgraceful levels of poverty and inequality we should all really be focusing on. Home to around 23,000 street children, plus 23 other men who were once thought to be able to kick a ball quite well, the country had decided it was best to spend millions of dollars on some giant fun-bowls with gift-shops added on in the hope of a fiscal boost. ‘Perhaps the people in Favelas would have been happier in their lives, waving a big Brazil flag and talking endlessly of Neymar,’ said Brazil’s president, Dilma Rousseff, ‘but they messed it up, and there go my chances of re-election.’ ‘It’s the worst day of my life.’ said Luiz Felipe Scolari, a 65-year-old man of no particular note or importance in the lives of the average Brazilian, upon hearing that approximately a quarter of his country’s urban population live in favelas, bereft of adequate healthcare and sanitation, and subject to one of the highest murder-rates anywhere in the world. ‘I mean, most of these people have as much to spend on food each week as it might cost to buy, say, a small plastic trumpet.’ he added. ‘But hang on. Groups of them. Four at the back, four at the front and maybe two up front all playing trumpets. Tactically, yes, that might have helped? Noted for 2018!’ ‘It’s just shocking. I’m devastated. We need to learn how to defend…’ said one young lady, tearfully cradling her head in her hands, too distraught to finish her sentence with the words ‘basic human rights’. ‘We’re well aware that roughly 1 in 5 people in Brazil currently live below the poverty line.’, said one clearly upset government official as he wept uncontrollably into a pile of Brazilian R$’s. ‘However,’ he continued, ‘we’re working hard to bring it down to… er, 1 in 7.’"
‘BIRTHERS’ CONFLICTED AFTER OBAMA’S BIRTH CERTIFICATE PROVES HE IS SON OF GOD,1916,"Republican conspiracy theorists have reported bewilderment today after their persistent claims for documentary evidence of the President’s place of birth were answered by a birth certificate confirming that Barack Obama was born neither in Hawaii or Kenya, but in a stable in Bethlehem. ‘This leaves us in a bit of a fix,’ admitted leading right-wing sceptic Donald Trump. ‘On the one hand we know once and for all that Obama is not a natural-born citizen of the United States and is ineligible for the presidency. But on the other he is the human incarnation of Almighty God, and that’s likely to play pretty well among our church-going grass-roots supporters. Even so, you show me where in the Bible it says that these healthcare reforms are the divine will of God.’ The copy of Obama’s ‘long form’ birth certificate provides conclusive proof that he was born in a manger in the Holy land on 25 December to parents Mary and Joseph. It is signed by the attending shepherds, witnessed by three wise men and carries the official stamp of the Judean authorities. ‘It’s difficult to know how to proceed,’ continued Trump. ‘We could oust the President on the grounds that he was not born in the US, but then he could smite us where we stand and damn us for all eternity. In hindsight, I can’t believe the founding fathers didn’t specify in the Constitution that the Commander-in-Chief’s mother can’t be a virgin or his father the deity of a major world religion.’ Disillusioned by Obama’s seemingly infallible status, some birthers are now turning their attention to questioning the credentials of other famous authority figures. ‘I think this Jesus guy maybe wasn’t all he claimed,’ said one. ‘Firstly, I’d argue that the King of the Jews lost his citizenship when his family fled to Egypt. And secondly, he was almost certainly a Muslim. Look, we found this birth certificate for Jesus Hussein Christ.’ 27th April 2011"
THE VERVE ACCUSED OF PEDDLING INADEQUATE FLU-REMEDY,1997,"The songwriter Richard Ashcroft and his band have come under close scrutiny with regards their connection between 90s rock music and the UK stockpiling £473m of Tamiflu in 2006. The Cochrane Collaboration claims the drug had no positive impact on the flu pandemic and there is a growing suspicion that The Verve’s No.1, ‘The Drugs Don’t Work’, was a clear mission statement for future clinical trials. This type of controversy has it’s origins in the 1970s, when private healthcare provider BUPA formed commercial links with pub band Dr. Feelgood, causing Malpractice to reach No.17 in the singles charts. One General Practitioner commented: ‘I’m not sure how pop stars can make meaningful diagnosis. Robert Palmer used to go round telling people he had a Bad Case of Loving You – I’m not even sure that is a legitimate medical condition. It’s simply ill advised to tell a family of a Girlfriend In A Coma to Live and Let Die or offer a Prayer For The Dying. And Athlete’s song Don’t Hold Your Breath, is simply cruel’. While representatives of Mr. Ashcroft were quick to distance him from the pharmaceutical industry, but they did admit his ‘Bitter Sweet Symphony’ was a tribute to his own adult addiction to strawberry flavoured Calpol. Meantime drug companies have consistently hidden data that relate to their products; including side effects such as My Chemical Romance’s ‘Cancer’, Madness’ ‘Cardiac Arrest’ or Foreigner’s less serious ‘Double Vision’. The GP added: ‘There’s a lot of dubious collaborations between drug companies and the rock world. Korn’s Love & Meth may seem logical but there are downsides. If someone says Myxomatosis has transferred to humans, don’t just take Radiohead’s word for it – do some randomised control trials. Although I think everyone would like an answer to Frank Zappa’s -Why Does It Hurt When I Pee?’. Subsequently the World Health Organization still classifies Tamiflu as ‘essential’, but it acknowledges criticism is also mounting for the band Placebo."
